"G" "D" "r" "C" "L" "s" "b" "width_H" "center_H" "ss_H" "sss"
"260" 700 32 1.53 20 10000 0.7 0.1 1.22363678071693 7.83687942743134 2.67149856850695 3.81642652643849
"261" 800 32 1.53 20 10000 0.7 0.1 1.60809657418738 8.4801813095802 1.54680560764546 2.20972229663638
"262" 900 32 1.53 20 10000 0.7 0.1 1.14308245048823 7.86713550793459 3.06129284890058 4.37327549842941
"263" 1000 32 1.53 20 10000 0.7 0.1 1.44638016752124 8.3035152141886 1.91203164117642 2.73147377310917
"264" 100 32 1.53 20 10000 0.75 0.1 0.933680531085103 4.54944722331611 4.58842233562551 6.11789644750068
"265" 200 32 1.53 20 10000 0.75 0.1 0.903574462000555 5.39508618570163 4.89927813906067 6.5323708520809
"266" 300 32 1.53 20 10000 0.75 0.1 0.941554236595206 8.04446350070146 4.51200225082121 6.01600300109495
"267" 400 32 1.53 20 10000 0.75 0.1 1.14449930181725 9.0948610351201 3.05371798702085 4.07162398269446
"268" 500 32 1.53 20 10000 0.75 0.1 1.03374236483439 9.65619943585476 3.74313388697483 4.9908451826331
"269" 600 32 1.53 20 10000 0.75 0.1 1.46533103919635 10.1440834499978 1.86289549789303 2.48386066385737
"270" 700 32 1.53 20 10000 0.75 0.1 1.15858002081587 10.5074285437662 2.97994275484643 3.9732570064619
"271" 800 32 1.53 20 10000 0.75 0.1 1.1831239384415 12.0942519262059 2.85758730644629 3.81011640859506
"272" 900 32 1.53 20 10000 0.75 0.1 1.05191577506971 11.15102590657 3.61491471133495 4.81988628177993
"273" 1000 32 1.53 20 10000 0.75 0.1 1.33477279955143 13.8215335999074 2.24514965756855 2.99353287675807
"274" 100 32 1.53 20 10000 0.8 0.1 1.08656763247142 3.39633967769511 3.38802388799233 4.23502985999042
"275" 200 32 1.53 20 10000 0.8 0.1 1.18873452967961 4.64450789172697 2.83067647279263 3.53834559099079
"276" 300 32 1.53 20 10000 0.8 0.1 1.30668233559725 3.53292295051415 2.34271765836354 2.92839707295443
"277" 400 32 1.53 20 10000 0.8 0.1 1.05045091967987 5.33919025297559 3.62500374904318 4.53125468630398
"278" 500 32 1.53 20 10000 0.8 0.1 1.0119394052478 5.5565196841919 3.90616852017317 4.88271065021646
"279" 600 32 1.53 20 10000 0.8 0.1 1.27542591254676 6.46327905902846 2.45894898640144 3.0736862330018
"280" 700 32 1.53 20 10000 0.8 0.1 1.22854976285821 6.77436637603878 2.65017459514529 3.31271824393161
"281" 800 32 1.53 20 10000 0.8 0.1 1.71918863081763 8.43576696275229 1.35335873517413 1.69169841896767
"282" 900 32 1.53 20 10000 0.8 0.1 1.05006863677114 7.33243551947526 3.6276436321488 4.534554540186
"283" 1000 32 1.53 20 10000 0.8 0.1 1.22188801514315 7.38560511337818 2.67915093570556 3.34893866963195
"284" 100 32 1.53 20 10000 0.85 0.1 1.17322731142862 3.64434367330578 2.9060003528149 3.41882394448812
"285" 200 32 1.53 20 10000 0.85 0.1 1.07577999064869 3.47415987974556 3.456313016585 4.06625060774706
"286" 300 32 1.53 20 10000 0.85 0.1 1.27708577191991 3.93145946645202 2.45256122890798 2.88536615165644
"287" 400 32 1.53 20 10000 0.85 0.1 0.659763232699859 3.87907921135921 9.18932840157413 10.8109745900872
"288" 500 32 1.53 20 10000 0.85 0.1 1.19359718725113 4.6211047850045 2.80765937397724 3.30312867526734
"289" 600 32 1.53 20 10000 0.85 0.1 0.806557799095728 5.51995424273281 6.14878066269161 7.2338596031666
"290" 700 32 1.53 20 10000 0.85 0.1 1.18240562632047 5.37702408017875 2.86106033303429 3.36595333298152
"291" 800 32 1.53 20 10000 0.85 0.1 1.25823662025542 5.32974014743044 2.52659335428801 2.9724627697506
"292" 900 32 1.53 20 10000 0.85 0.1 1.21036666966949 5.33066683179487 2.73039877004557 3.21223384711244
"293" 1000 32 1.53 20 10000 0.85 0.1 1.40245823199522 5.31315086217793 2.03366830151761 2.39255094296189
"294" 100 32 1.53 20 10000 0.9 0.1 0.869355414941111 4.17699500402088 5.29255359054231 5.88061510060257
"295" 200 32 1.53 20 10000 0.9 0.1 1.20165715846225 4.57557904840991 2.77012161085988 3.07791290095542
"296" 300 32 1.53 20 10000 0.9 0.1 0.918318643556851 4.41407503303529 4.74321912625687 5.27024347361874
"297" 400 32 1.53 20 10000 0.9 0.1 0.881371597233034 4.28484509867134 5.14922523996639 5.72136137774043
"298" 500 32 1.53 20 10000 0.9 0.1 1.33703917343268 4.82545060530833 2.23754474053537 2.48616082281707
"299" 600 32 1.53 20 10000 0.9 0.1 1.52981851622118 5.12371976923198 1.70914994389227 1.89905549321363
"300" 700 32 1.53 20 10000 0.9 0.1 1.02255283629248 5.53496664364281 3.82550237548012 4.25055819497791
"301" 800 32 1.53 20 10000 0.9 0.1 0.924009928854911 6.58418580476096 4.6849689347953 5.20552103866145
"302" 900 32 1.53 20 10000 0.9 0.1 1.31875147554876 7.59149581671574 2.30003303721301 2.55559226357002
"303" 1000 32 1.53 20 10000 0.9 0.1 0.972588966551078 7.58555176877716 4.22864585023684 4.69849538915204
"184" 100 32 1.53 20 10000 0.65 0.125 1.82774372806863 6.8421875243116 1.19737279567788 1.84211199335058
"185" 200 32 1.53 20 10000 0.65 0.125 4.6804728711442 11.5876459407812 0.182591487496909 0.280909980764475
"186" 300 32 1.53 20 10000 0.65 0.125 6.94023247819964 14.5975030834197 0.0830447065225139 0.127761086957714
"187" 400 32 1.53 20 10000 0.65 0.125 8.81916451178035 19.8481992236332 0.0514286475302879 0.079120996200443
"188" 500 32 1.53 20 10000 0.65 0.125 10.7687272889825 20.8945174555594 0.0344930210602962 0.0530661862466095
"189" 600 32 1.53 20 10000 0.65 0.125 12.4634786318446 24.9071467303692 0.0257502496817211 0.0396157687411093
"190" 700 32 1.53 20 10000 0.65 0.125 13.6950855232434 24.9057126030643 0.0213270356031568 0.0328108240048567
"191" 800 32 1.53 20 10000 0.65 0.125 14.5074177385473 26.9114373474147 0.0190055200612503 0.0292392616326928
"192" 900 32 1.53 20 10000 0.65 0.125 15.2066690140117 31.1969978911713 0.0172978371766935 0.026612057194913
"193" 1000 32 1.53 20 10000 0.65 0.125 16.426921842049 31.3773227440375 0.0148233925518269 0.0228052193105029
"194" 100 32 1.53 20 10000 0.7 0.125 1.51799186981213 6.24110444345667 1.73588559906685 2.47983657009549
"195" 200 32 1.53 20 10000 0.7 0.125 1.30648663362696 6.46387498652122 2.34341955425407 3.34774222036296
"196" 300 32 1.53 20 10000 0.7 0.125 1.2098062121452 6.75222123992824 2.73292913727026 3.90418448181466
"197" 400 32 1.53 20 10000 0.7 0.125 1.35149268367762 9.1390843174385 2.18994190186254 3.12848843123219
"198" 500 32 1.53 20 10000 0.7 0.125 1.55634164962203 8.84374348001579 1.65139175371869 2.35913107674099
"199" 600 32 1.53 20 10000 0.7 0.125 1.38081115145551 8.01908102343884 2.09793206020405 2.9970458002915
"200" 700 32 1.53 20 10000 0.7 0.125 1.21346075443705 9.16101177611983 2.71649256872807 3.88070366961153
"201" 800 32 1.53 20 10000 0.7 0.125 1.48755896702199 8.93456016214573 1.80763861774414 2.58234088249163
"202" 900 32 1.53 20 10000 0.7 0.125 1.29418706602014 10.0694099783446 2.38817353274483 3.41167647534976
"203" 1000 32 1.53 20 10000 0.7 0.125 1.21038501368702 11.4823608754261 2.73031600943176 3.90045144204537
"204" 100 32 1.53 20 10000 0.75 0.125 0.841737151096494 5.12878775753879 5.64555964288643 7.5274128571819
"205" 200 32 1.53 20 10000 0.75 0.125 1.2883276808748 6.0824431018401 2.40994602078015 3.2132613610402
"206" 300 32 1.53 20 10000 0.75 0.125 1.40967464141958 5.70171252064289 2.01290007810355 2.68386677080473
"207" 400 32 1.53 20 10000 0.75 0.125 1.45157087519627 6.23174498000085 1.89838152967071 2.53117537289428
"208" 500 32 1.53 20 10000 0.75 0.125 1.45482689742981 5.29954049427012 1.8898935707347 2.51985809431294
"209" 600 32 1.53 20 10000 0.75 0.125 1.07063448454632 5.23219230728731 3.48961516850707 4.6528202246761
"210" 700 32 1.53 20 10000 0.75 0.125 1.28936187901945 5.18208524536641 2.40608153218107 3.20810870957476
"211" 800 32 1.53 20 10000 0.75 0.125 1.23679495467366 6.06897886486671 2.61495717866753 3.48660957155671
"212" 900 32 1.53 20 10000 0.75 0.125 1.4819234510646 6.11612343799693 1.82141307550353 2.42855076733805
"213" 1000 32 1.53 20 10000 0.75 0.125 1.3243907214172 5.8376536828789 2.28048769073889 3.04065025431852
"214" 100 32 1.53 20 10000 0.8 0.125 1.30798648951567 5.69342131594042 2.33804828099253 2.92256035124066
"215" 200 32 1.53 20 10000 0.8 0.125 0.987422908682918 6.06465513345167 4.10254726911066 5.12818408638832
"216" 300 32 1.53 20 10000 0.8 0.125 0.987006221442607 7.20350324122241 4.10601196854316 5.13251496067895
"217" 400 32 1.53 20 10000 0.8 0.125 1.10153213789403 5.63773398958043 3.29659538533397 4.12074423166746
"218" 500 32 1.53 20 10000 0.8 0.125 1.08083596532462 5.52618511960426 3.42405250903697 4.28006563629621
"219" 600 32 1.53 20 10000 0.8 0.125 1.27311748028912 4.20381573661171 2.4678742638123 3.08484282976538
"220" 700 32 1.53 20 10000 0.8 0.125 1.29249937633821 5.69462642334088 2.39441435162199 2.99301793952749
"221" 800 32 1.53 20 10000 0.8 0.125 0.902717656598429 6.63673934289922 4.90858275398884 6.13572844248604
"222" 900 32 1.53 20 10000 0.8 0.125 1.03046915386471 8.39323333093163 3.7669512438697 4.70868905483713
"223" 1000 32 1.53 20 10000 0.8 0.125 0.910701946197439 9.30498289288562 4.82289116919637 6.02861396149547
"224" 100 32 1.53 20 10000 0.85 0.125 1.18898230337034 3.04102210624781 2.82949681843532 3.3288197863945
"225" 200 32 1.53 20 10000 0.85 0.125 1.29732178176527 2.35813946079136 2.37664639925878 2.79605458736327
"226" 300 32 1.53 20 10000 0.85 0.125 0.807544353918528 4.31061126164442 6.1337662457424 7.21619558322636
"227" 400 32 1.53 20 10000 0.85 0.125 0.975993081215066 3.78338640406005 4.19919955148456 4.94023476645243
"228" 500 32 1.53 20 10000 0.85 0.125 1.05540028053624 3.397197112187 3.59108413910844 4.22480486953934
"229" 600 32 1.53 20 10000 0.85 0.125 1.03461993029988 3.53462345962047 3.73678672154398 4.39621967240468
"230" 700 32 1.53 20 10000 0.85 0.125 1.11168736933502 3.59400332860318 3.2366418747128 3.80781397025036
"231" 800 32 1.53 20 10000 0.85 0.125 0.764918234471886 3.66992374501197 6.83643932069485 8.04286978905277
"232" 900 32 1.53 20 10000 0.85 0.125 1.01500961510305 5.09896525627623 3.88257343494229 4.56773345287328
"233" 1000 32 1.53 20 10000 0.85 0.125 1.02101082794464 6.4778741304966 3.83706623153921 4.51419556651672
"234" 100 32 1.53 20 10000 0.9 0.125 1.24669399187777 3.44236697254362 2.57359532095212 2.85955035661347
"235" 200 32 1.53 20 10000 0.9 0.125 1.11259760775259 3.28943547610598 3.23134811779736 3.59038679755262
"236" 300 32 1.53 20 10000 0.9 0.125 1.09958027532268 2.8404632912922 3.30830933150886 3.67589925723206
"237" 400 32 1.53 20 10000 0.9 0.125 1.15944379673621 4.43205297255665 2.9755043439504 3.30611593772266
"238" 500 32 1.53 20 10000 0.9 0.125 1.05554875410539 5.34606378319158 3.5900739658151 3.98897107312789
"239" 600 32 1.53 20 10000 0.9 0.125 0.918165716441952 5.45423687088705 4.74479929247491 5.27199921386101
"240" 700 32 1.53 20 10000 0.9 0.125 1.27011377957613 5.21354479118296 2.47956065135222 2.75506739039135
"241" 800 32 1.53 20 10000 0.9 0.125 0.775851232161772 6.07352426322979 6.64512390099333 7.3834710011037
"242" 900 32 1.53 20 10000 0.9 0.125 0.920157079473014 5.71765014900212 4.7242845478252 5.24920505313911
"243" 1000 32 1.53 20 10000 0.9 0.125 1.06521261358158 6.47990106163762 3.52522945694752 3.91692161883058
"124" 100 32 1.53 20 10000 0.65 0.166 2.73989324152241 6.68573582691108 0.532834956817425 0.819746087411423
"125" 200 32 1.53 20 10000 0.65 0.166 5.2082330679357 14.0970435619529 0.147461677501983 0.22686411923382
"126" 300 32 1.53 20 10000 0.65 0.166 6.74918417125076 17.5064355462514 0.0878127206248863 0.135096493269056
"127" 400 32 1.53 20 10000 0.65 0.166 8.05547039709968 20.7502627303826 0.0616422069673773 0.0948341645651959
"128" 500 32 1.53 20 10000 0.65 0.166 9.48773597185959 24.8179789166828 0.0444359848837258 0.0683630536672704
"129" 600 32 1.53 20 10000 0.65 0.166 11.2783492966606 25.8581529058158 0.0314462534000695 0.0483788513847223
"130" 700 32 1.53 20 10000 0.65 0.166 12.4242311247261 28.8136709131689 0.0259131940710406 0.0398664524169855
"131" 800 32 1.53 20 10000 0.65 0.166 13.4194336971864 30.3962700538819 0.0222122019581731 0.0341726183971894
"132" 900 32 1.53 20 10000 0.65 0.166 14.0979129122628 33.4455376917737 0.0201256698668455 0.0309625690259162
"133" 1000 32 1.53 20 10000 0.65 0.166 14.91585838461 37.1677853463553 0.0179789153874621 0.0276598698268648
"134" 100 32 1.53 20 10000 0.7 0.166 1.79975906687948 6.91101515520143 1.23489846571074 1.76414066530106
"135" 200 32 1.53 20 10000 0.7 0.166 3.27060510176254 10.5567581299273 0.373941591104399 0.534202273006284
"136" 300 32 1.53 20 10000 0.7 0.166 4.32993289696122 12.5089788963463 0.213352462319538 0.304789231885054
"137" 400 32 1.53 20 10000 0.7 0.166 6.35873306414787 19.0693022937496 0.098927903027837 0.141325575754053
"138" 500 32 1.53 20 10000 0.7 0.166 6.50722741006477 20.3995678262848 0.0944643678157485 0.134949096879641
"139" 600 32 1.53 20 10000 0.7 0.166 7.66967033806005 22.6378913471952 0.0679996373846706 0.097142339120958
"140" 700 32 1.53 20 10000 0.7 0.166 8.86539438838537 25.9591962065683 0.0508936818168972 0.0727052597384246
"141" 800 32 1.53 20 10000 0.7 0.166 9.5287514116579 25.7808394617406 0.0440542687744912 0.0629346696778446
"142" 900 32 1.53 20 10000 0.7 0.166 10.4305833130826 28.525701174406 0.0367656965789373 0.0525224236841961
"143" 1000 32 1.53 20 10000 0.7 0.166 11.6700675100279 30.0404130722213 0.0293706294788612 0.0419580421126589
"144" 100 32 1.53 20 10000 0.75 0.166 1.17433952777181 7.50084089347301 2.9004984167075 3.86733122227667
"145" 200 32 1.53 20 10000 0.75 0.166 1.43361943907427 8.75371286555268 1.94622133470523 2.59496177960697
"146" 300 32 1.53 20 10000 0.75 0.166 0.991279663711671 7.22225215685476 4.07068594846873 5.42758126462497
"147" 400 32 1.53 20 10000 0.75 0.166 1.4056453029349 8.97915779128193 2.02445673538136 2.69927564717514
"148" 500 32 1.53 20 10000 0.75 0.166 1.44150356658315 10.1574009024348 1.9249903148884 2.56665375318453
"149" 600 32 1.53 20 10000 0.75 0.166 1.22027339999971 11.4105459998817 2.68624550898785 3.58166067865046
"150" 700 32 1.53 20 10000 0.75 0.166 1.06668617842327 11.2759975517832 3.51549638599277 4.68732851465703
"151" 800 32 1.53 20 10000 0.75 0.166 0.855100250523637 10.4662152116673 5.470486164434 7.29398155257867
"152" 900 32 1.53 20 10000 0.75 0.166 1.18461819987982 8.94641140131488 2.85038280887928 3.80051041183903
"153" 1000 32 1.53 20 10000 0.75 0.166 1.30268929109628 10.055346296428 2.35710161453527 3.1428021527137
"154" 100 32 1.53 20 10000 0.8 0.166 1.35377044071678 4.52533459496686 2.18257882304797 2.72822352880996
"155" 200 32 1.53 20 10000 0.8 0.166 1.38205427864933 8.17532025147699 2.09415967077246 2.61769958846557
"156" 300 32 1.53 20 10000 0.8 0.166 1.42315025762709 7.89637044465883 1.97496079941117 2.46870099926397
"157" 400 32 1.53 20 10000 0.8 0.166 1.31267438180532 8.64358836346201 2.32137857635168 2.9017232204396
"158" 500 32 1.53 20 10000 0.8 0.166 1.1354783700037 8.63213348718755 3.10243191950856 3.8780398993857
"159" 600 32 1.53 20 10000 0.8 0.166 1.08355991615404 9.45125051776771 3.40685876263234 4.25857345329042
"160" 700 32 1.53 20 10000 0.8 0.166 1.18671853080494 8.86552218010345 2.84030215514177 3.55037769392722
"161" 800 32 1.53 20 10000 0.8 0.166 1.10346555637094 9.15740880457384 3.28505335829324 4.10631669786655
"162" 900 32 1.53 20 10000 0.8 0.166 1.32160279046467 7.66738067825212 2.29011925057458 2.86264906321822
"163" 1000 32 1.53 20 10000 0.8 0.166 1.11043171727388 8.82628876221629 3.24396586190384 4.0549573273798
"164" 100 32 1.53 20 10000 0.85 0.166 1.06415886045289 5.32699217283802 3.53221443053853 4.15554638886886
"165" 200 32 1.53 20 10000 0.85 0.166 1.39184365527981 4.96947874855964 2.06480519031038 2.42918257683574
"166" 300 32 1.53 20 10000 0.85 0.166 1.09350082981574 5.70525206064767 3.34519745297102 3.93552641526002
"167" 400 32 1.53 20 10000 0.85 0.166 1.35745316571618 5.23092060707582 2.17075236066185 2.553826306661
"168" 500 32 1.53 20 10000 0.85 0.166 0.903000473169148 5.09409183184071 4.90550853378925 5.77118651034029
"169" 600 32 1.53 20 10000 0.85 0.166 1.5706089065741 5.16502453873669 1.62152586126592 1.90767748384226
"170" 700 32 1.53 20 10000 0.85 0.166 1.38564468257329 5.3258499136599 2.08332119544438 2.45096611228751
"171" 800 32 1.53 20 10000 0.85 0.166 1.1028419433142 6.73721888726548 3.2887695415235 3.86914063708647
"172" 900 32 1.53 20 10000 0.85 0.166 0.976174206939225 7.52712387535658 4.19764140234996 4.93840164982348
"173" 1000 32 1.53 20 10000 0.85 0.166 1.24873167863799 8.51548041595018 2.56520296179208 3.01788583740244
"174" 100 32 1.53 20 10000 0.9 0.166 1.014193013793 5.47300544384533 3.88882824229611 4.3209202692179
"175" 200 32 1.53 20 10000 0.9 0.166 1.32078336974308 5.62635692401037 2.29296173531355 2.5477352614595
"176" 300 32 1.53 20 10000 0.9 0.166 1.13172497349643 5.43153369496515 3.12304464311927 3.47004960346586
"177" 400 32 1.53 20 10000 0.9 0.166 1.05007646164605 5.66579365810504 3.62758956798698 4.03065507554109
"178" 500 32 1.53 20 10000 0.9 0.166 1.03009906923397 6.5841056616787 3.76965844209921 4.18850938011023
"179" 600 32 1.53 20 10000 0.9 0.166 0.863685869625208 6.50370811757907 5.36226610940714 5.95807345489682
"180" 700 32 1.53 20 10000 0.9 0.166 1.22741970125142 7.40015430727156 2.65505677067713 2.95006307853014
"181" 800 32 1.53 20 10000 0.9 0.166 1.02970950417053 6.57809841515393 3.77251129528672 4.19167921698524
"182" 900 32 1.53 20 10000 0.9 0.166 1.0442997893147 7.32918586185166 3.66783348103549 4.07537053448388
"183" 1000 32 1.53 20 10000 0.9 0.166 1.27066168652482 8.42122153126509 2.47742274852745 2.75269194280828
"43" 200 16 1.53 20 10000 0.5 0.25 12.3681869691515 30.7530432867075 0.0261485678505435 0.052297135701087
"44" 400 16 1.53 20 10000 0.5 0.25 17.8571623860083 41.8879792627259 0.0125439725633952 0.0250879451267904
"45" 600 16 1.53 20 10000 0.5 0.25 21.4954236042663 62.9656540020249 0.00865701111686026 0.0173140222337205
"46" 200 16 1.53 20 10000 0.55 0.25 12.5277210559559 33.6860718970439 0.0254868311529879 0.0463396930054325
"47" 400 16 1.53 20 10000 0.55 0.25 17.4160128882952 44.3398637001263 0.0131875013312719 0.0239772751477672
"48" 600 16 1.53 20 10000 0.55 0.25 20.8614700494588 57.5441212403792 0.00919115677413213 0.0167111941347857
"49" 200 16 1.53 20 10000 0.6 0.25 11.3192202254835 28.0828866956343 0.0312195739610248 0.0520326232683746
"50" 400 16 1.53 20 10000 0.6 0.25 14.6386688779837 44.3045661149477 0.0186662387663545 0.0311103979439242
"51" 600 16 1.53 20 10000 0.6 0.25 18.5545933580439 49.9928718273237 0.0116186885376003 0.0193644808960004
"52" 200 16 1.53 20 10000 0.65 0.25 7.54219004497385 25.279395429768 0.0703177633847751 0.108181174438116
"53" 400 16 1.53 20 10000 0.65 0.25 11.2692573932819 37.5693451150629 0.0314970147981744 0.0484569458433452
"54" 600 16 1.53 20 10000 0.65 0.25 14.2974239804409 44.7995945846786 0.0195679080606738 0.0301044739394982
"55" 200 16 1.53 20 10000 0.7 0.25 6.37081014583316 23.8688775642519 0.0985531852475851 0.140790264639407
"56" 400 16 1.53 20 10000 0.7 0.25 9.68732766622493 33.9129824333318 0.0426237849508456 0.0608911213583508
"57" 600 16 1.53 20 10000 0.7 0.25 12.5485425449648 45.0404712918848 0.0254023219749967 0.0362890313928524
"58" 200 16 1.53 20 10000 0.75 0.25 4.3929401918172 20.2442755868259 0.20727618668471 0.276368248912947
"59" 400 16 1.53 20 10000 0.75 0.25 6.61138181969218 29.8607882701687 0.0915114660374251 0.1220152880499
"60" 600 16 1.53 20 10000 0.75 0.25 8.38868937069334 37.9846217348875 0.0568423160983222 0.075789754797763
"61" 200 16 1.53 20 10000 0.8 0.25 1.75819257603974 8.79007142397302 1.29397864030526 1.61747330038158
"62" 400 16 1.53 20 10000 0.8 0.25 2.33886889206898 21.8810405208233 0.731220293910841 0.914025367388552
"63" 600 16 1.53 20 10000 0.8 0.25 2.01456725579032 22.318413816466 0.985590366244 1.231987957805
"64" 100 32 1.53 20 10000 0.65 0.25 3.83783190581587 13.3684282696069 0.271573940100767 0.417806061693487
"65" 200 32 1.53 20 10000 0.65 0.25 5.81642892255663 16.735406092429 0.118235295375778 0.181900454424274
"66" 300 32 1.53 20 10000 0.65 0.25 7.70720088893227 20.3281203403261 0.0673389954230212 0.103598454496956
"67" 400 32 1.53 20 10000 0.65 0.25 8.46018887742718 26.6118732116424 0.0558855942648346 0.0859778373305148
"68" 500 32 1.53 20 10000 0.65 0.25 9.61765115497067 29.3575167157942 0.0432436108192138 0.0665286320295598
"69" 600 32 1.53 20 10000 0.65 0.25 10.6938692511651 34.2649834336491 0.0349776197043854 0.0538117226221313
"70" 700 32 1.53 20 10000 0.65 0.25 10.8272528018901 38.5048593789053 0.0341211324939202 0.0524940499906465
"71" 800 32 1.53 20 10000 0.65 0.25 12.1548691337015 37.3708665546414 0.0270744358904263 0.0416529782929635
"72" 900 32 1.53 20 10000 0.65 0.25 12.4619210428664 42.5699478479255 0.0257566870217552 0.0396256723411618
"73" 1000 32 1.53 20 10000 0.65 0.25 13.0468287226995 42.063960102792 0.0234990372244282 0.0361523649606588
"74" 100 32 1.53 20 10000 0.7 0.25 2.55684484343118 13.59503305923 0.611858844368211 0.874084063383159
"75" 200 32 1.53 20 10000 0.7 0.25 4.20205538461935 14.4572177192766 0.226535592612525 0.323622275160751
"76" 300 32 1.53 20 10000 0.7 0.25 6.17425126468085 20.3962974081607 0.104927999420969 0.149897142029956
"77" 400 32 1.53 20 10000 0.7 0.25 7.61746389077182 24.2536339049809 0.068934905238126 0.0984784360544657
"78" 500 32 1.53 20 10000 0.7 0.25 7.48420305692489 27.5883509265714 0.0714116170389426 0.102016595769918
"79" 600 32 1.53 20 10000 0.7 0.25 8.35560091443588 29.8272482059137 0.0572934023990481 0.0818477177129259
"80" 700 32 1.53 20 10000 0.7 0.25 9.41559703872782 31.0735406617018 0.0451194985202588 0.0644564264575125
"81" 800 32 1.53 20 10000 0.7 0.25 11.1508601920077 35.4091591329528 0.032169421410372 0.0459563163005315
"82" 900 32 1.53 20 10000 0.7 0.25 11.5348655242582 39.3787910986049 0.0300631801790908 0.0429474002558439
"83" 1000 32 1.53 20 10000 0.7 0.25 12.0935749446824 41.1908726370421 0.0273495755504401 0.0390708222149144
"84" 100 32 1.53 20 10000 0.75 0.25 2.58283472121366 8.90470769796973 0.599607089726457 0.799476119635277
"85" 200 32 1.53 20 10000 0.75 0.25 3.37561917864379 14.3418751745477 0.351037166185558 0.468049554914077
"86" 300 32 1.53 20 10000 0.75 0.25 4.16166203029793 21.1393914805719 0.23095447151939 0.307939295359187
"87" 400 32 1.53 20 10000 0.75 0.25 4.92024815384684 21.1142010537573 0.165228886919806 0.220305182559741
"88" 500 32 1.53 20 10000 0.75 0.25 6.01348120604189 23.0699429150959 0.11061348496115 0.147484646614866
"89" 600 32 1.53 20 10000 0.75 0.25 6.51919770047949 29.3215986742764 0.0941177829030343 0.125490377204046
"90" 700 32 1.53 20 10000 0.75 0.25 7.01532665498772 30.9376630487191 0.0812763506830764 0.108368467577435
"91" 800 32 1.53 20 10000 0.75 0.25 7.20931677785916 29.8757414005765 0.0769611898751184 0.102614919833491
"92" 900 32 1.53 20 10000 0.75 0.25 7.20807897321116 33.3923640228226 0.0769876244073682 0.102650165876491
"93" 1000 32 1.53 20 10000 0.75 0.25 8.26824839451654 34.3686588850424 0.0585103856880214 0.0780138475840286
"94" 100 32 1.53 20 10000 0.8 0.25 1.47441695202962 7.1458233415625 1.84000651310994 2.30000814138743
"95" 200 32 1.53 20 10000 0.8 0.25 1.42197968209701 8.59541805478783 1.97821371837894 2.47276714797367
"96" 300 32 1.53 20 10000 0.8 0.25 1.36830281851197 9.67406374840529 2.13646384749302 2.67057980936627
"97" 400 32 1.53 20 10000 0.8 0.25 1.130211904836 10.926347249406 3.13141217844781 3.91426522305976
"98" 500 32 1.53 20 10000 0.8 0.25 1.31492519791942 12.6288488768527 2.31343816364196 2.89179770455245
"99" 600 32 1.53 20 10000 0.8 0.25 1.44799642385102 13.2786843206281 1.90776559676633 2.38470699595791
"100" 700 32 1.53 20 10000 0.8 0.25 1.47858786358136 13.7146220091911 1.82964029788432 2.2870503723554
"101" 800 32 1.53 20 10000 0.8 0.25 0.975173719207273 14.8391490912013 4.20625903220713 5.25782379025891
"102" 900 32 1.53 20 10000 0.8 0.25 0.986812555010296 13.4643563734829 4.10762377357222 5.13452971696527
"103" 1000 32 1.53 20 10000 0.8 0.25 1.13635673111399 13.3524356594105 3.09763764621742 3.87204705777178
"104" 100 32 1.53 20 10000 0.85 0.25 1.05524135814813 8.25194897512049 3.59216587578925 4.22607750092854
"105" 200 32 1.53 20 10000 0.85 0.25 1.00452720721534 9.67673916074347 3.9640268132897 4.66356095681141
"106" 300 32 1.53 20 10000 0.85 0.25 1.32968990368321 9.60981615083867 2.26234716125382 2.66158489559273
"107" 400 32 1.53 20 10000 0.85 0.25 1.22474865197288 8.42517073441745 2.6666502036405 3.1372355336947
"108" 500 32 1.53 20 10000 0.85 0.25 1.10972861680748 8.5555878719723 3.24807777975453 3.8212679761818
"109" 600 32 1.53 20 10000 0.85 0.25 1.16835101758271 10.6113677643702 2.93030825829021 3.44742148034142
"110" 700 32 1.53 20 10000 0.85 0.25 1.11956226660756 10.5057357589253 3.19126953208974 3.75443474363498
"111" 800 32 1.53 20 10000 0.85 0.25 1.34662331135794 10.3917759464629 2.20580813881914 2.59506839861075
"112" 900 32 1.53 20 10000 0.85 0.25 1.25173623430023 11.7310176664694 2.55290317383047 3.00341549862408
"113" 1000 32 1.53 20 10000 0.85 0.25 1.21072065569689 11.5957283462059 2.72880239566298 3.21035575960351
"114" 100 32 1.53 20 10000 0.9 0.25 0.900776273428812 6.37233867544821 4.9297638381506 5.47751537572289
"115" 200 32 1.53 20 10000 0.9 0.25 1.27470910704426 6.52283084285379 2.46171523907981 2.73523915453313
"116" 300 32 1.53 20 10000 0.9 0.25 1.16190513037555 7.64127714015117 2.96291131614191 3.29212368460212
"117" 400 32 1.53 20 10000 0.9 0.25 0.937419482286748 8.28215782833239 4.55189296129423 5.05765884588248
"118" 500 32 1.53 20 10000 0.9 0.25 0.966667342030273 8.60446283794128 4.28061233021501 4.75623592246112
"119" 600 32 1.53 20 10000 0.9 0.25 1.20163030157605 8.5352290783557 2.77024543874967 3.07805048749963
"120" 700 32 1.53 20 10000 0.9 0.25 0.875447977560661 12.6647930379943 5.21914429182272 5.79904921313635
"121" 800 32 1.53 20 10000 0.9 0.25 0.851096238789802 12.4691238446259 5.52207942403962 6.13564380448846
